web-scraper-order,web-scraper-start-url,details,prix,adresse,img_link-src
"1739370945-749","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poulet race","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4787594_uploaded_image1_1717954434.jpg"
"1739370945-750","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poulets","2 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4767951_uploaded_image1_1716976720.jpg"
"1739370945-751","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Couple lapereau fauve de bourgogne","40 000CFA","Lac rose, Sénégal","https://images.coinafrique.com/thumb_4751808_uploaded_image1_1716133783.jpg"
"1739370945-752","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poulets de chair","1 500CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4696598_uploaded_image1_1713352074.jpg"
"1739370945-753","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poulet","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4738369_uploaded_image1_1715444473.jpg"
"1739370945-754","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeons voyageurs","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4729764_uploaded_image1_1715037972.jpg"
"1739370945-755","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Volaille","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4724548_uploaded_image1_1714767368.jpg"
"1739370945-756","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poulet Nègre de soie","35 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4723223_uploaded_image1_1714727157.jpg"
"1739370945-757","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapin Angora","20 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_4714367_uploaded_image1_1714245668.jpg"
"1739370945-758","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeons King mâle","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4704120_uploaded_image1_1713750109.jpg"
"1739370945-759","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapereaux","13 500CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4703012_uploaded_image1_1713680804.jpg"
"1739370945-760","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon Mâle voyageur","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4690859_uploaded_image1_1713063647.jpg"
"1739370945-761","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Couple Pigeons voyageur","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4690857_uploaded_image1_1713063525.jpg"
"1739370945-762","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon Mondain écailler","170 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4685152_uploaded_image1_1712756876.jpg"
"1739370945-763","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poulets de chair","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_4667518_uploaded_image1_1711842967.jpg"
"1739370945-764","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Femelle andalou","250 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667144_uploaded_image1_1711815313.jpg"
"1739370945-765","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon voyageur à manteau","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4664901_uploaded_image1_1711663618.jpg"
"1739370945-766","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon Mondain Andalou","300CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4664895_uploaded_image1_1711663431.jpg"
"1739370945-767","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon voyageur","10 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4662603_uploaded_image1_1711547811.jpg"
"1739370945-768","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeons","50 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4662585_uploaded_image1_1711547077.jpg"
"1739370945-769","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon Texan","80 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4653331_uploaded_image1_1711039616.jpg"
"1739370945-770","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeons Mondain","200 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4653298_uploaded_image1_1711039158.jpg"
